"experiment","jobId","nodes","procs","sample","problemSize","rank","ioTime","setupTime","computeTime","mpiTime","totalTime"
"baseline",1470087,2,32,1,64,26,0.0,0.348589,0.001239,0.001112,0.349834
"baseline",1470087,2,32,1,64,25,0.0,0.356124,0.001311,0.001172,0.357442
"baseline",1470087,2,32,1,64,24,0.0,0.367386,0.001393,0.001256,0.368785
"baseline",1470087,2,32,1,64,23,0.0,0.382811,0.001459,0.00134,0.384274
"baseline",1470087,2,32,1,64,22,0.0,0.389349,0.001602,0.001481,0.390955
"baseline",1470087,2,32,1,64,21,0.0,0.398173,0.001663,0.001528,0.399842
"baseline",1470087,2,32,1,64,20,0.0,0.40779,0.001736,0.00162,0.409531
"baseline",1470087,2,32,1,64,19,0.0,0.421992,0.001809,0.001675,0.423805
"baseline",1470087,2,32,1,64,18,0.0,0.429387,0.001876,0.001754,0.431268
"baseline",1470087,2,32,1,64,17,0.0,0.447505,0.001944,0.001825,0.449452
"baseline",1470087,2,32,1,64,16,0.0,0.457963,0.002027,0.0019,0.459993
"baseline",1470087,2,32,1,64,15,0.0,0.327566,0.002087,0.001954,0.329656
"baseline",1470087,2,32,1,64,14,0.0,0.324468,0.002153,0.002007,0.326626
"baseline",1470087,2,32,1,64,13,0.0,0.347371,0.002219,0.002093,0.349595
"baseline",1470087,2,32,1,64,12,0.0,0.329251,0.002296,0.002129,0.331554
"baseline",1470087,2,32,1,64,11,0.0,0.331435,0.00236,0.002217,0.333801
"baseline",1470087,2,32,1,64,10,0.0,0.323166,0.002433,0.002275,0.325606
"baseline",1470087,2,32,1,64,9,0.0,0.340834,0.002501,0.002358,0.343338
"baseline",1470087,2,32,1,64,8,0.0,0.336231,0.00257,0.002423,0.338806
"baseline",1470087,2,32,1,64,7,0.0,0.326006,0.002634,0.002485,0.328646
"baseline",1470087,2,32,1,64,6,0.0,0.341508,0.00278,0.002617,0.344294
"baseline",1470087,2,32,1,64,5,0.0,0.33372,0.002842,0.002672,0.336571
"baseline",1470087,2,32,1,64,4,0.0,0.338484,0.00291,0.002732,0.341402
"baseline",1470087,2,32,1,64,3,0.0,0.322245,0.002983,0.002811,0.325232
"baseline",1470087,2,32,1,64,2,0.0,0.35064,0.003047,0.002887,0.353692
"baseline",1470087,2,32,1,64,1,0.0,0.359921,0.003106,0.00296,0.363032
"baseline",1470087,2,32,1,64,0,0.355481,0.000121,0.003161,0.003029,0.358783
"baseline",1470087,2,32,2,512,31,0.0,0.036104,0.006414,0.005053,0.042521
"baseline",1470087,2,32,2,512,30,0.0,0.039574,0.006492,0.005113,0.046069
"baseline",1470087,2,32,2,512,29,0.0,0.042994,0.006573,0.005217,0.049571
"baseline",1470087,2,32,2,512,28,0.0,0.052463,0.006679,0.00533,0.059146
"baseline",1470087,2,32,2,512,27,0.0,0.056908,0.00677,0.005434,0.06368
"baseline",1470087,2,32,2,512,26,0.0,0.066861,0.006856,0.00552,0.07372
"baseline",1470087,2,32,2,512,25,0.0,0.072668,0.006942,0.005641,0.079612
"baseline",1470087,2,32,2,512,24,0.0,0.083191,0.007044,0.005768,0.090239
"baseline",1470087,2,32,2,512,23,0.0,0.097795,0.007136,0.00587,0.104933
"baseline",1470087,2,32,2,512,22,0.0,0.10621,0.007293,0.006043,0.113506
"baseline",1470087,2,32,2,512,21,0.0,0.112922,0.007369,0.006148,0.120294
"baseline",1470087,2,32,2,512,20,0.0,0.124605,0.007464,0.006248,0.132071
"baseline",1470087,2,32,2,512,19,0.0,0.130265,0.007546,0.006358,0.137813
"baseline",1470087,2,32,2,512,18,0.0,0.144649,0.007632,0.0065,0.152285
"baseline",1470087,2,32,2,512,17,0.0,0.152707,0.007722,0.006616,0.160431
"baseline",1470087,2,32,2,512,16,0.0,0.168812,0.007818,0.006713,0.176635
"baseline",1470087,2,32,2,512,15,0.0,0.03782,0.007954,0.006934,0.045777
"baseline",1470087,2,32,2,512,14,0.0,0.055135,0.008093,0.007122,0.063231
"baseline",1470087,2,32,2,512,13,0.0,0.04907,0.008238,0.007298,0.057311
"baseline",1470087,2,32,2,512,12,0.0,0.047103,0.008402,0.007522,0.055509
"baseline",1470087,2,32,2,512,11,0.0,0.052363,0.008545,0.007713,0.060912
"baseline",1470087,2,32,2,512,10,0.0,0.043311,0.008689,0.007902,0.052002
"baseline",1470087,2,32,2,512,9,0.0,0.063514,0.00883,0.008106,0.072348
"baseline",1470087,2,32,2,512,8,0.0,0.050348,0.009005,0.008333,0.059356
"baseline",1470087,2,32,2,512,7,0.0,0.039848,0.009162,0.008543,0.049014
"baseline",1470087,2,32,2,512,6,0.0,0.041316,0.009359,0.008805,0.050677
"baseline",1470087,2,32,2,512,5,0.0,0.035184,0.00949,0.008998,0.044677
"baseline",1470087,2,32,2,512,4,0.0,0.044671,0.009655,0.009203,0.054328
"baseline",1470087,2,32,2,512,3,0.0,0.038099,0.009796,0.009443,0.047897
"baseline",1470087,2,32,2,512,2,0.0,0.035983,0.009932,0.009639,0.045918
"baseline",1470087,2,32,2,512,1,0.0,0.057166,0.010065,0.009848,0.067233
"baseline",1470087,2,32,2,512,0,0.060446,0.001344,0.009006,0.008837,0.071779
"baseline",1470087,2,32,3,1024,31,0.0,0.198436,0.0233,0.012051,0.221739
"baseline",1470087,2,32,3,1024,30,0.0,0.199867,0.023651,0.012945,0.223521
"baseline",1470087,2,32,3,1024,29,0.0,0.20471,0.024011,0.012748,0.228724
"baseline",1470087,2,32,3,1024,28,0.0,0.211889,0.024406,0.013345,0.236298
"baseline",1470087,2,32,3,1024,27,0.0,0.220483,0.024769,0.013937,0.245255
"baseline",1470087,2,32,3,1024,26,0.0,0.229728,0.025164,0.014747,0.254895
"baseline",1470087,2,32,3,1024,25,0.0,0.236936,0.025548,0.014805,0.262486
"baseline",1470087,2,32,3,1024,24,0.0,0.245861,0.025966,0.015628,0.27183
"baseline",1470087,2,32,3,1024,23,0.0,0.256553,0.026404,0.015615,0.28296
"baseline",1470087,2,32,3,1024,22,0.0,0.265096,0.026927,0.016767,0.292026
"baseline",1470087,2,32,3,1024,21,0.0,0.277187,0.027344,0.017558,0.304534
"baseline",1470087,2,32,3,1024,20,0.0,0.286777,0.027799,0.017411,0.314578
"baseline",1470087,2,32,3,1024,19,0.0,0.295676,0.028232,0.018331,0.32391
"baseline",1470087,2,32,3,1024,18,0.0,0.306657,0.028683,0.019115,0.335343
"baseline",1470087,2,32,3,1024,17,0.0,0.316227,0.029103,0.01985,0.345331
"baseline",1470087,2,32,3,1024,16,0.0,0.329711,0.029505,0.020543,0.359221
"baseline",1470087,2,32,3,1024,15,0.0,0.198692,0.030038,0.02148,0.228733
"baseline",1470087,2,32,3,1024,14,0.0,0.21108,0.030326,0.022675,0.241409
"baseline",1470087,2,32,3,1024,13,0.0,0.195995,0.030623,0.022851,0.226621
"baseline",1470087,2,32,3,1024,12,0.0,0.215272,0.030976,0.023503,0.246251
"baseline",1470087,2,32,3,1024,11,0.0,0.220167,0.031276,0.024745,0.251445
"baseline",1470087,2,32,3,1024,10,0.0,0.222268,0.031583,0.025526,0.253856
"baseline",1470087,2,32,3,1024,9,0.0,0.193165,0.031885,0.025908,0.225052
"baseline",1470087,2,32,3,1024,8,0.0,0.205169,0.032207,0.026717,0.237378
"baseline",1470087,2,32,3,1024,7,0.0,0.191846,0.032521,0.027636,0.22437
"baseline",1470087,2,32,3,1024,6,0.0,0.198604,0.032829,0.028497,0.231435
"baseline",1470087,2,32,3,1024,5,0.0,0.202388,0.033116,0.029384,0.235507
"baseline",1470087,2,32,3,1024,4,0.0,0.207753,0.033415,0.030195,0.24117
"baseline",1470087,2,32,3,1024,3,0.0,0.193526,0.033709,0.031148,0.227237
"baseline",1470087,2,32,3,1024,2,0.0,0.206455,0.033997,0.032107,0.240455
"baseline",1470087,2,32,3,1024,1,0.0,0.199824,0.034305,0.033014,0.234131
"baseline",1470087,2,32,3,1024,0,0.215173,0.008118,0.026653,0.02594,0.252982
"baseline",1470087,2,32,4,2048,31,0.0,0.85031,0.177197,0.067993,1.02751
"baseline",1470087,2,32,4,2048,30,0.0,0.852561,0.178071,0.068333,1.030635
"baseline",1470087,2,32,4,2048,29,0.0,0.856633,0.178952,0.069021,1.035587
"baseline",1470087,2,32,4,2048,28,0.0,0.862251,0.179857,0.071056,1.042111
"baseline",1470087,2,32,4,2048,27,0.0,0.867264,0.180763,0.072304,1.048028
"baseline",1470087,2,32,4,2048,26,0.0,0.877144,0.181684,0.074975,1.058831
"baseline",1470087,2,32,4,2048,25,0.0,0.883453,0.182604,0.077818,1.066059
"baseline",1470087,2,32,4,2048,24,0.0,0.892845,0.183569,0.080844,1.076417
"baseline",1470087,2,32,4,2048,23,0.0,0.900669,0.1846,0.084531,1.085271
"baseline",1470087,2,32,4,2048,22,0.0,0.911098,0.18554,0.085575,1.096641
"baseline",1470087,2,32,4,2048,21,0.0,0.922026,0.186525,0.088082,1.108553
"baseline",1470087,2,32,4,2048,20,0.0,0.931937,0.187545,0.091565,1.119485
"baseline",1470087,2,32,4,2048,19,0.0,0.939604,0.188568,0.094584,1.128174
"baseline",1470087,2,32,4,2048,18,0.0,0.94825,0.189616,0.09885,1.137868
"baseline",1470087,2,32,4,2048,17,0.0,0.95976,0.190627,0.103192,1.150389
"baseline",1470087,2,32,4,2048,16,0.0,0.976374,0.191682,0.107695,1.168061
"baseline",1470087,2,32,4,2048,15,0.0,0.840602,0.192821,0.112133,1.033426
"baseline",1470087,2,32,4,2048,14,0.0,0.841361,0.193769,0.116095,1.035133
"baseline",1470087,2,32,4,2048,13,0.0,0.842169,0.194677,0.120848,1.036849
"baseline",1470087,2,32,4,2048,12,0.0,0.867927,0.195635,0.125719,1.063566
"baseline",1470087,2,32,4,2048,11,0.0,0.837096,0.196607,0.13056,1.033706
"baseline",1470087,2,32,4,2048,10,0.0,0.834636,0.197573,0.136464,1.032212
"baseline",1470087,2,32,4,2048,9,0.0,0.850769,0.198561,0.142116,1.049333
"baseline",1470087,2,32,4,2048,8,0.0,0.857209,0.199602,0.14808,1.056814
"baseline",1470087,2,32,4,2048,7,0.0,0.854438,0.200601,0.155512,1.055042
"baseline",1470087,2,32,4,2048,6,0.0,0.84515,0.201556,0.161238,1.046708
"baseline",1470087,2,32,4,2048,5,0.0,0.840164,0.202541,0.167621,1.042708
"baseline",1470087,2,32,4,2048,4,0.0,0.837823,0.203547,0.174116,1.041373
"baseline",1470087,2,32,4,2048,3,0.0,0.83011,0.204561,0.180989,1.034674
"baseline",1470087,2,32,4,2048,2,0.0,0.842137,0.205589,0.188323,1.047729
"baseline",1470087,2,32,4,2048,1,0.0,0.848054,0.206625,0.195746,1.054682
"baseline",1470087,2,32,4,2048,0,0.829251,0.022788,0.185116,0.180313,1.04933
"baseline",1470087,2,32,5,4096,31,0.0,3.798712,2.832272,0.241741,6.630987
"baseline",1470087,2,32,5,4096,30,0.0,3.799282,2.834147,0.232936,6.633432
"baseline",1470087,2,32,5,4096,29,0.0,3.801613,2.836038,0.666467,6.637654
"baseline",1470087,2,32,5,4096,28,0.0,3.804435,2.838669,0.251007,6.643107
"baseline",1470087,2,32,5,4096,27,0.0,3.808505,2.840777,0.241498,6.649284
"baseline",1470087,2,32,5,4096,26,0.0,3.81804,2.842914,0.259214,6.660958
"baseline",1470087,2,32,5,4096,25,0.0,3.823266,2.845115,0.760028,6.668384
"baseline",1470087,2,32,5,4096,24,0.0,3.832135,2.848035,0.302006,6.680174
"baseline",1470087,2,32,5,4096,23,0.0,3.844871,2.850301,0.9189,6.695173
"baseline",1470087,2,32,5,4096,22,0.0,3.851306,2.853079,0.914041,6.704388
"baseline",1470087,2,32,5,4096,21,0.0,3.861012,2.855449,0.936365,6.716463
"baseline",1470087,2,32,5,4096,20,0.0,3.866672,2.85797,0.951675,6.724644
"baseline",1470087,2,32,5,4096,19,0.0,3.873326,2.860613,0.981446,6.733943
"baseline",1470087,2,32,5,4096,18,0.0,3.886237,2.863802,1.011011,6.750042
"baseline",1470087,2,32,5,4096,17,0.0,3.895426,2.867076,1.054037,6.762505
"baseline",1470087,2,32,5,4096,16,0.0,3.906788,2.870389,1.069184,6.777181
"baseline",1470087,2,32,5,4096,15,0.0,3.775374,2.87368,1.091414,6.649057
"baseline",1470087,2,32,5,4096,14,0.0,3.765893,2.876082,1.115239,6.641978
"baseline",1470087,2,32,5,4096,13,0.0,3.790032,2.878824,1.147827,6.668859
"baseline",1470087,2,32,5,4096,12,0.0,3.790131,2.881662,1.180552,6.671797
"baseline",1470087,2,32,5,4096,11,0.0,3.761585,2.884566,1.219984,6.646152
"baseline",1470087,2,32,5,4096,10,0.0,3.790959,2.887492,1.271933,6.678455
"baseline",1470087,2,32,5,4096,9,0.0,3.774201,2.890442,1.366596,6.664645
"baseline",1470087,2,32,5,4096,8,0.0,3.770288,2.893403,1.490001,6.663694
"baseline",1470087,2,32,5,4096,7,0.0,3.773446,2.89586,2.324361,6.669309
"baseline",1470087,2,32,5,4096,6,0.0,3.777678,2.898446,2.366643,6.676128
"baseline",1470087,2,32,5,4096,5,0.0,3.75709,2.901478,2.416192,6.658571
"baseline",1470087,2,32,5,4096,4,0.0,3.760161,2.904701,2.4684,6.664865
"baseline",1470087,2,32,5,4096,3,0.0,3.757575,2.907987,2.536208,6.665565
"baseline",1470087,2,32,5,4096,2,0.0,3.754473,2.911381,2.588929,6.665857
"baseline",1470087,2,32,5,4096,1,0.0,3.750255,2.91472,2.716107,6.664979
"baseline",1470087,2,32,5,4096,0,3.724128,0.054204,2.86449,2.830453,6.690152
"baseline",1470087,2,32,6,8192,31,0.0,16.518023,29.662472,1.926617,46.180499
"baseline",1470087,2,32,6,8192,30,0.0,16.511904,29.672767,1.906837,46.184676
"baseline",1470087,2,32,6,8192,29,0.0,16.508859,29.681889,1.86992,46.190752
"baseline",1470087,2,32,6,8192,28,0.0,16.50611,29.691357,3.118207,46.19747
"baseline",1470087,2,32,6,8192,27,0.0,16.50695,29.700822,2.003411,46.207775
"baseline",1470087,2,32,6,8192,26,0.0,16.507237,29.711998,2.138706,46.219238
"baseline",1470087,2,32,6,8192,25,0.0,16.508013,29.722093,2.423138,46.230108
"baseline",1470087,2,32,6,8192,24,0.0,16.504812,29.732421,2.877523,46.237237
"baseline",1470087,2,32,6,8192,23,0.0,16.507456,29.742462,4.500654,46.249921
"baseline",1470087,2,32,6,8192,22,0.0,16.508069,29.754946,4.401943,46.263018
"baseline",1470087,2,32,6,8192,21,0.0,16.509381,29.766188,4.60414,46.275572
"baseline",1470087,2,32,6,8192,20,0.0,16.512356,29.7777,4.905493,46.29006
"baseline",1470087,2,32,6,8192,19,0.0,16.513804,29.78947,5.153869,46.303278
"baseline",1470087,2,32,6,8192,18,0.0,16.516396,29.802788,5.72893,46.319187
"baseline",1470087,2,32,6,8192,17,0.0,16.524014,29.815084,6.435481,46.339101
"baseline",1470087,2,32,6,8192,16,0.0,16.527235,29.827634,7.165323,46.354873
"baseline",1470087,2,32,6,8192,15,0.0,16.38095,29.840257,12.853038,46.22121
"baseline",1470087,2,32,6,8192,14,0.0,16.391941,29.852363,13.047906,46.244306
"baseline",1470087,2,32,6,8192,13,0.0,16.390853,29.864561,13.367895,46.255418
"baseline",1470087,2,32,6,8192,12,0.0,16.389353,29.877102,13.811406,46.266459
"baseline",1470087,2,32,6,8192,11,0.0,16.374028,29.889802,14.435381,46.263833
"baseline",1470087,2,32,6,8192,10,0.0,16.357796,29.902788,15.214951,46.260587
"baseline",1470087,2,32,6,8192,9,0.0,16.348932,29.91597,16.155439,46.264905
"baseline",1470087,2,32,6,8192,8,0.0,16.336907,29.929283,17.302697,46.266195
"baseline",1470087,2,32,6,8192,7,0.0,16.33655,29.942938,23.371131,46.279492
"baseline",1470087,2,32,6,8192,6,0.0,16.320838,29.956852,23.712317,46.277692
"baseline",1470087,2,32,6,8192,5,0.0,16.319795,29.970792,24.221483,46.290591
"baseline",1470087,2,32,6,8192,4,0.0,16.314899,29.985148,24.86114,46.30005
"baseline",1470087,2,32,6,8192,3,0.0,16.30526,29.999685,25.68321,46.304949
"baseline",1470087,2,32,6,8192,2,0.0,16.31826,30.014715,26.866325,46.33298
"baseline",1470087,2,32,6,8192,1,0.0,16.286992,30.02982,28.220116,46.316816
"baseline",1470087,2,32,6,8192,0,16.099969,0.246345,29.799436,29.550917,46.333573
